cmpdname,isosmiles
"2-[5-(4-Methoxyphenyl)-4-phenyl-1,2,4-triazol-3-ylthio]acetic acid",COC1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC(=O)O
"6-(4-Fluorophenyl)-3-(4-methoxyphenyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",COC1=CC=C(C=C1)C2=NN=C3N2N=C(S3)C4=CC=C(C=C4)F
"Ethyl {[5-(3-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}acetate",CCOC(=O)CSC1=NN=C(O1)C2=CC(=CC=C2)Br
4-Ethyl-2-oxo-2H-chromen-7-yl acetate,CCC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C
"(3,4,8-Trimethyl-2-oxochromen-7-yl) acetate",CC1=C(C(=O)OC2=C1C=CC(=C2C)OC(=O)C)C
"3,4-Dimethyl-2-oxo-2H-chromen-7-yl acetate",CC1=C(C(=O)OC2=C1C=CC(=C2)OC(=O)C)C
5-[(2-Chlorobenzyl)oxy]-2-methyl-1-benzofuran-3-carboxylic acid,CC1=C(C2=C(O1)C=CC(=C2)OCC3=CC=CC=C3Cl)C(=O)O
Dimethyl 5-[(4-methoxybenzoyl)amino]isophthalate,COC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(=O)OC)C(=O)OC
7-[(2-Chlorobenzyl)oxy]-2H-chromen-2-one,C1=CC=C(C(=C1)COC2=CC3=C(C=C2)C=CC(=O)O3)Cl
2-(2-Methylphenoxy)-N-(4-phenylphenyl)acetamide,CC1=CC=CC=C1OCC(=O)NC2=CC=C(C=C2)C3=CC=CC=C3
Ethyl 2-methyl-5-((4-methylbenzoyl)oxy)benzofuran-3-carboxylate,CCOC(=O)C1=C(OC2=C1C=C(C=C2)OC(=O)C3=CC=C(C=C3)C)C
"7-(3,3-Dimethyl-2-oxobutoxy)-2H-chromen-2-one",CC(C)(C)C(=O)COC1=CC2=C(C=C1)C=CC(=O)O2
"7-(3,3-Dimethyl-2-oxobutoxy)-4-ethyl-2H-chromen-2-one",CCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)C(C)(C)C
"7-(3,3-Dimethyl-2-oxobutoxy)-3,4-dimethyl-2H-chromen-2-one",CC1=C(C(=O)OC2=C1C=CC(=C2)OCC(=O)C(C)(C)C)C
"7-(3,3-Dimethyl-2-oxobutoxy)-3,4,8-trimethyl-2H-chromen-2-one",CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)C(C)(C)C)C
"N-(4-Bromophenyl)-3,4-dimethoxybenzamide",COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)Br)OC
"3,4-Dichloro-N-(2-methoxy-5-methylphenyl)benzamide",CC1=CC(=C(C=C1)OC)NC(=O)C2=CC(=C(C=C2)Cl)Cl
"3-(4-Chlorophenyl)-5-(3-nitrophenyl)-1,2,4-oxadiazole",C1=CC(=CC(=C1)[N+](=O)[O-])C2=NC(=NO2)C3=CC=C(C=C3)Cl
"3,5-Bis(4-methylphenyl)-1,2,4-oxadiazole",CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=C(C=C3)C
"5-Cyclohexyl-3-(p-tolyl)-1,2,4-oxadiazole",CC1=CC=C(C=C1)C2=NOC(=N2)C3CCCCC3
"(4E)-4-(2,5-Dimethoxybenzylidene)-2-[(E)-2-phenylethenyl]-1,3-oxazol-5(4H)-one",COC1=CC(=C(C=C1)OC)/C=C/2\\C(=O)OC(=N2)/C=C/C3=CC=CC=C3
N-(4-Bromo-3-methylphenyl)-2-methyl-3-nitrobenzamide,CC1=C(C=CC(=C1)NC(=O)C2=C(C(=CC=C2)[N+](=O)[O-])C)Br
"N-(2,4-Dimethoxyphenyl)-3,4-dimethylbenzamide",CC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)OC)C
"3-Chloro-N,N-dimethyl-1-benzothiophene-2-carboxamide",CN(C)C(=O)C1=C(C2=CC=CC=C2S1)Cl
"N-(3,5-Dimethylphenyl)-2,4-dimethoxybenzamide",CC1=CC(=CC(=C1)NC(=O)C2=C(C=C(C=C2)OC)OC)C
"2-Acetamido-N-(2-methylphenyl)-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide",CC1=CC=CC=C1NC(=O)C2=C(SC3=C2CCC3)NC(=O)C
"N-(2-Methoxyphenyl)-2-(propanoylamino)-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide",CCC(=O)NC1=C(C2=C(S1)CCC2)C(=O)NC3=CC=CC=C3OC
(3-Methyl-5-(phenylamino)-1H-pyrazol-1-yl)(4-nitrophenyl)methanone,CC1=NN(C(=C1)NC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-]
3-(4-Hydroxy-8-methoxy-2-methyl-quinolin-3-yl)-propionic acid,CC1=C(C(=O)C2=C(N1)C(=CC=C2)OC)CCC(=O)O
2-(2-Methoxyphenoxy)-N-[4-(phenylamino)phenyl]acetamide,COC1=CC=CC=C1OCC(=O)NC2=CC=C(C=C2)NC3=CC=CC=C3
"2,5-Dichlorobenzoylpiperidine",C1CCN(CC1)C(=O)C2=C(C=CC(=C2)Cl)Cl
Ethyl 2-[[(E)-3-(benzylamino)-2-cyano-3-oxoprop-1-enyl]amino]benzoate,CCOC(=O)C1=CC=CC=C1N/C=C(\\C#N)/C(=O)NCC2=CC=CC=C2
"4-Hydroxy-2-methyl-5-[(4,4-dimethyl-2,6-dioxocyclohexylidene)methyl]-1H-pyrrole-3-carboxylic acid ethyl ester",CCOC(=O)C1=C(NC(=C1O)C=C2C(=O)CC(CC2=O)(C)C)C
"N-(1,3-Benzodioxol-5-yl)-2-(4-chlorophenyl)acetamide",C1OC2=C(O1)C=C(C=C2)NC(=O)CC3=CC=C(C=C3)Cl
"N-Benzyl-2,5-dichloro-N-methylbenzamide",CN(CC1=CC=CC=C1)C(=O)C2=C(C=CC(=C2)Cl)Cl
"(2,5-Dichlorophenyl)-morpholin-4-ylmethanone",C1COCCN1C(=O)C2=C(C=CC(=C2)Cl)Cl
[(3-Nitrobenzyl)thio]acetic acid,C1=CC(=CC(=C1)[N+](=O)[O-])CSCC(=O)O
"1-[(2,5-Dimethylphenyl)sulfonyl]-2-isopropyl-1H-imidazole",CC1=CC(=C(C=C1)C)S(=O)(=O)N2C=CN=C2C(C)C
"N-[2-(3-Methylphenyl)-1,3-benzoxazol-5-yl]-2-phenylacetamide",CC1=CC(=CC=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)CC4=CC=CC=C4
"6-Methoxy-2-oxo-N-(4H-1,2,4-triazol-4-yl)-2H-chromene-3-carboxamide",COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NN3C=NN=C3
"1-(2-Chlorophenyl)-3-(phenylamino)-1H-pyrrole-2,5-dione",C1=CC=C(C=C1)NC2=CC(=O)N(C2=O)C3=CC=CC=C3Cl
N-Cycloheptyl-3-(dimethylamino)benzamide,CN(C)C1=CC=CC(=C1)C(=O)NC2CCCCCC2
N-(4-Fluorophenyl)-2-(2-methoxyphenyl)acetamide,COC1=CC=CC=C1CC(=O)NC2=CC=C(C=C2)F
N-(5-Chloro-2-methoxyphenyl)-3-(dimethylamino)benzamide,CN(C)C1=CC=CC(=C1)C(=O)NC2=C(C=CC(=C2)Cl)OC
"2,5-Dichloro-N-(3-methoxyphenyl)benzamide",COC1=CC=CC(=C1)NC(=O)C2=C(C=CC(=C2)Cl)Cl
"2,5-Dichloro-N-(4-ethoxyphenyl)benzamide",CCOC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)Cl
"Methyl 2-[(2,5-dichlorobenzoyl)amino]benzoate",COC(=O)C1=CC=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)Cl
"2,6-Dichloro-N-(4-ethoxyphenyl)benzamide",CCOC1=CC=C(C=C1)NC(=O)C2=C(C=CC=C2Cl)Cl
"3-Fluoro-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzamide",CC1=NN=C(S1)NC(=O)C2=CC(=CC=C2)F
"N-(4-Acetylphenyl)-3,4-diethoxybenzamide",CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)C)OCC
Cambridge id 5742504,COC1=C(C=C(C=C1)C(=O)N)NC(=O)C2=CC(=CC=C2)F
"2,6-Dichloro-N-(3-methoxyphenyl)benzamide",COC1=CC=CC(=C1)NC(=O)C2=C(C=CC=C2Cl)Cl
"2,5-Dichloro-N-(4-methoxybenzyl)benzamide",COC1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)Cl)Cl
4-Ethoxy-N-(4-methoxyphenyl)-3-nitrobenzamide,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)OC)[N+](=O)[O-]
Cambridge id 5746495,CC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2C)C3=NC4=CC=CC=C4O3
"2-[2-(Acetyloxy)-5-methylphenyl]-1,3-dioxoisoindoline-5-carboxylic acid",CC1=CC(=C(C=C1)OC(=O)C)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O
"3-Ethoxy-N-(6-methyl-1,3-benzothiazol-2-yl)benzamide",CCOC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C=C(C=C3)C
(4-Ethoxy-phenyl)-(4-pyridin-3-yl-thiazol-2-yl)-amine,CCOC1=CC=C(C=C1)NC2=NC(=CS2)C3=CN=CC=C3
2-(4-Bromophenyl)-4-propan-2-yloxyquinazoline,CC(C)OC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)Br
"N-[1,1-Dimethyl-2-(4-morpholinyl)ethyl]benzenesulfonamide",CC(C)(CN1CCOCC1)NS(=O)(=O)C2=CC=CC=C2
2-Methyl-N'-[(4-methylphenyl)sulfonyl]furan-3-carbohydrazide,CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=C(OC=C2)C
"3,4-Dimethyl-N'-(2-oxo-1,2-dihydro-3H-indol-3-ylidene)benzenesulfonohydrazide",CC1=C(C=C(C=C1)S(=O)(=O)N=NC2=C(NC3=CC=CC=C32)O)C
"2-Nitro-N-(2,4,6-trimethylphenyl)benzamide",CC1=CC(=C(C(=C1)C)NC(=O)C2=CC=CC=C2[N+](=O)[O-])C
2-Chloro-N-(4-methylbenzyl)-4-nitrobenzamide,CC1=CC=C(C=C1)CNC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
N-(4-Methoxybenzoyl)-N'-(4-methoxyphenyl)thiourea,COC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)OC
2-Chloro-N-(3-methoxyphenyl)-5-nitrobenzamide,COC1=CC=CC(=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
"(E)-N-(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-2-methyl-3-phenylacrylamide",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)/C(=C/C3=CC=CC=C3)/C
2-(4-Chlorophenoxy)-N-naphthalen-2-ylacetamide,C1=CC=C2C=C(C=CC2=C1)NC(=O)COC3=CC=C(C=C3)Cl
6-Methoxy-2-(trichloromethyl)chromen-4-one,COC1=CC2=C(C=C1)OC(=CC2=O)C(Cl)(Cl)Cl
"2-Chloro-N-(3,5-dimethoxyphenyl)benzamide",COC1=CC(=CC(=C1)NC(=O)C2=CC=CC=C2Cl)OC
"N-(3,5-Dimethoxyphenyl)-2-furamide",COC1=CC(=CC(=C1)NC(=O)C2=CC=CO2)OC
N-(3-Chloro-4-methoxyphenyl)-4-nitrobenzamide,COC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-])Cl
"5-[(2,3-Dichlorophenyl)methylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione",C1=CC(=C(C(=C1)Cl)Cl)C=C2C(=O)NC(=S)NC2=O
N-(4-Carbamoylphenyl)-2-nitrobenzamide,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)C(=O)N)[N+](=O)[O-]
1-(4-Nitrobenzoyl)-4-piperidinecarboxamide,C1CN(CCC1C(=O)N)C(=O)C2=CC=C(C=C2)[N+](=O)[O-]
N'-(2-Chlorobenzoyl)-1-hydroxy-2-naphthohydrazide,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NNC(=O)C3=CC=CC=C3Cl
N'-(4-Chlorobenzoyl)-2-methylfuran-3-carbohydrazide,CC1=C(C=CO1)C(=O)NNC(=O)C2=CC=C(C=C2)Cl
"2-(4-Chloro-2-methylphenoxy)-N-(2,2,6,6-tetramethylpiperidin-4-yl)acetamide",CC1=C(C=CC(=C1)Cl)OCC(=O)NC2CC(NC(C2)(C)C)(C)C
"N-(3,5-Dimethoxyphenyl)-2-nitrobenzamide",COC1=CC(=CC(=C1)NC(=O)C2=CC=CC=C2[N+](=O)[O-])OC
2-[(2-Nitrobenzoyl)amino]benzamide,C1=CC=C(C(=C1)C(=O)N)NC(=O)C2=CC=CC=C2[N+](=O)[O-]
4-Chloro-N-(3-chloro-4-methoxyphenyl)benzamide,COC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)Cl)Cl
(4-Methoxyphenyl)methyl N-[(3-chlorobenzoyl)amino]carbamate,COC1=CC=C(C=C1)COC(=O)NNC(=O)C2=CC(=CC=C2)Cl
N-[2-(Acetylamino)phenyl]-4-chlorobenzamide,CC(=O)NC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)Cl
2-Chloro-N-(3-chloro-4-methoxyphenyl)benzamide,COC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2Cl)Cl
"N-(3,5-Dimethoxyphenyl)-3-nitrobenzamide",COC1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OC
N-(3-Chloro-4-methoxyphenyl)-2-nitrobenzamide,COC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2[N+](=O)[O-])Cl
2-(4-Chloro-2-methylphenoxy)-N'-(thiophen-2-ylacetyl)acetohydrazide,CC1=C(C=CC(=C1)Cl)OCC(=O)NNC(=O)CC2=CC=CS2
4-Methoxybenzyl 2-(2-chlorobenzoyl)hydrazinecarboxylate,COC1=CC=C(C=C1)COC(=O)NNC(=O)C2=CC=CC=C2Cl
"1-(3,4-Dichlorobenzyl)-1H-indole-3-carbaldehyde",C1=CC=C2C(=C1)C(=CN2CC3=CC(=C(C=C3)Cl)Cl)C=O
"3-[(2,4-Dichlorobenzyl)oxy]benzaldehyde",C1=CC(=CC(=C1)OCC2=C(C=C(C=C2)Cl)Cl)C=O
Cambridge id 5509435,CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2OC(F)F
"2-Chloro-N-(2,3-dimethylphenyl)-5-nitrobenzamide",CC1=C(C(=CC=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)C
2-[1-(4-Methoxyphenylimino)ethyl]-4-chlorophenol,CC(=NC1=CC=C(C=C1)OC)C2=C(C=CC(=C2)Cl)O
"N-(5-Chloropyridin-2-yl)-2-(2,4-dichlorophenoxy)acetamide",C1=CC(=C(C=C1Cl)Cl)OCC(=O)NC2=NC=C(C=C2)Cl
Ethyl 2-[(2-methyl-3-nitrophenyl)carbonylamino]benzoate,CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(C(=CC=C2)[N+](=O)[O-])C
"N-(2,3-Dimethylphenyl)-3-methyl-4-nitrobenzamide",CC1=C(C(=CC=C1)NC(=O)C2=CC(=C(C=C2)[N+](=O)[O-])C)C
N-[4-(4-Nitrophenyl)phenyl]thiophene-2-carboxamide,C1=CSC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=C(C=C3)[N+](=O)[O-]
7-Methoxy-2-(trichloromethyl)chromen-4-one,COC1=CC2=C(C=C1)C(=O)C=C(O2)C(Cl)(Cl)Cl
N-(5-Bromo-2-methoxybenzyl)pentan-3-amine,CCC(CC)NCC1=C(C=CC(=C1)Br)OC
"1-(4-Chlorophenyl)-3-(5-ethyl-1,3,4-thiadiazol-2-yl)urea",CCC1=NN=C(S1)NC(=O)NC2=CC=C(C=C2)Cl
"2-Bromo-N-(1,3-dioxoisoindol-2-yl)benzamide",C1=CC=C2C(=C1)C(=O)N(C2=O)NC(=O)C3=CC=CC=C3Br
Cambridge id 5539305,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)NC(=O)N)Cl
"3,4-Dichloro-N-(4-ethoxyphenyl)benzamide",CCOC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl
N-(3-Bromophenyl)-4-methyl-3-nitrobenzamide,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)Br)[N+](=O)[O-]
2-Chloro-N-(3-chloro-4-methylphenyl)-5-nitrobenzamide,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)Cl
"N-(2,3-Dichlorophenyl)-2-phenoxyacetamide",C1=CC=C(C=C1)OCC(=O)NC2=C(C(=CC=C2)Cl)Cl
N-(4-Bromo-3-methylphenyl)-4-methyl-3-nitrobenzamide,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)Br)C)[N+](=O)[O-]
4-Chloro-N-(4-methylbenzyl)-3-nitrobenzamide,CC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
4-Fluoro-N-[(4-methoxyphenyl)carbamothioyl]benzamide,COC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)F
(E)-N-[(2-Hydroxyphenyl)carbamothioyl]-3-(4-methoxyphenyl)prop-2-enamide,COC1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=CC=CC=C2O
N-(4-Bromo-2-methylphenyl)-4-methyl-3-nitrobenzamide,CC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)Br)C)[N+](=O)[O-]
2-Chloro-N-(4-ethylphenyl)-5-nitrobenzamide,CCC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
4-Chloro-2-(1-(naphthalen-1-ylimino)ethyl)phenol,CC(=NC1=CC=CC2=CC=CC=C21)C3=C(C=CC(=C3)Cl)O
4-Bromo-2-methyl-N-(pyridin-2-ylmethyl)aniline,CC1=C(C=CC(=C1)Br)NCC2=CC=CC=N2
N-(4-Methylbenzyl)-3-nitrobenzamide,CC1=CC=C(C=C1)CNC(=O)C2=CC(=CC=C2)[N+](=O)[O-]
Ethyl 4-[[(E)-3-oxo-3-thiophen-2-ylprop-1-enyl]amino]benzoate,CCOC(=O)C1=CC=C(C=C1)N/C=C/C(=O)C2=CC=CS2
N-[(3-Bromo-4-methylphenyl)carbamothioyl]benzamide,CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=CC=C2)Br
4-Methoxy-N-[(3-nitrophenyl)carbamothioyl]benzamide,COC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC(=CC=C2)[N+](=O)[O-]
"(4Z)-4-[4-(Diethylamino)benzylidene]-1-phenylpyrazolidine-3,5-dione",CCN(CC)C1=CC=C(C=C1)/C=C\\2/C(=O)NN(C2=O)C3=CC=CC=C3
Methyl 4-({[(4-methoxyphenyl)carbonyl]carbamothioyl}amino)benzoate,COC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C(=O)OC
Methyl 4-({[(4-fluorophenyl)carbonyl]carbamothioyl}amino)benzoate,COC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)F
[Acetyl(methyl)amino]methyl-(2-phenylethyl)phosphinic acid,CC(=O)N(C)CP(=O)(CCC1=CC=CC=C1)O
4-Phenoxy-2-(pyridin-3-yl)quinazoline,C1=CC=C(C=C1)OC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
"N-(2,4-Dichlorophenyl)-2-(4-fluorophenyl)acetamide",C1=CC(=CC=C1CC(=O)NC2=C(C=C(C=C2)Cl)Cl)F
N-(2-Bromophenyl)-2-(4-fluorophenyl)acetamide,C1=CC=C(C(=C1)NC(=O)CC2=CC=C(C=C2)F)Br
"2,6-Dimethoxybenzophenone",COC1=C(C(=CC=C1)OC)C(=O)C2=CC=CC=C2
N-(4-Chlorophenyl)sulfonyl-N-(2-methylphenyl)acetamide,CC1=CC=CC=C1N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)Cl
4-Methyl-1-(toluene-4-sulfonyl)-1H-imidazole,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(N=C2)C
1-[(4-Bromophenyl)sulfonyl]-4-methyl-1H-imidazole,CC1=CN(C=N1)S(=O)(=O)C2=CC=C(C=C2)Br
"N-(4-Chlorophenyl)-2-(3,4-dimethoxyphenyl)acetamide",COC1=C(C=C(C=C1)CC(=O)NC2=CC=C(C=C2)Cl)OC
"1-(4-Methyl-3-nitrophenyl)-1H-pyrrole-2,5-dione",CC1=C(C=C(C=C1)N2C(=O)C=CC2=O)[N+](=O)[O-]
N-{2-Methyl-3-[(2-thienylcarbonyl)amino]phenyl}-2-thiophenecarboxamide,CC1=C(C=CC=C1NC(=O)C2=CC=CS2)NC(=O)C3=CC=CS3
N-[4-(Benzoylamino)phenyl]-2-thiophenecarboxamide,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3
"2-(4-Chloro-3-nitrophenyl)-1,3-dioxoisoindole-5-carboxylic acid",C1=CC2=C(C=C1C(=O)O)C(=O)N(C2=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-]
"N-(2-Furylmethyl)-3,4-dimethylbenzenesulfonamide",CC1=C(C=C(C=C1)S(=O)(=O)NCC2=CC=CO2)C
"3,4-Dichloro-N-(5-chloro-2-methoxyphenyl)benzamide",COC1=C(C=C(C=C1)Cl)NC(=O)C2=CC(=C(C=C2)Cl)Cl
"1-(2,4-Dichlorobenzyl)-1H-indole-3-carbaldehyde",C1=CC=C2C(=C1)C(=CN2CC3=C(C=C(C=C3)Cl)Cl)C=O
4-Methoxy-3-nitro-N-(pyridin-2-ylmethyl)benzamide,COC1=C(C=C(C=C1)C(=O)NCC2=CC=CC=N2)[N+](=O)[O-]
2-(Naphthalen-1-yloxy)-N-[(pyridin-3-yl)methyl]acetamide,C1=CC=C2C(=C1)C=CC=C2OCC(=O)NCC3=CN=CC=C3
2-(4-Chlorophenyl)-N-(pyridin-2-ylmethyl)acetamide,C1=CC=NC(=C1)CNC(=O)CC2=CC=C(C=C2)Cl
"N-(2,4-Dimethoxyphenyl)-2-(naphthalen-1-yloxy)acetamide",COC1=CC(=C(C=C1)NC(=O)COC2=CC=CC3=CC=CC=C32)OC
Cambridge id 5946085,CCN1C(=NC2=C1C=CC(=C2)OCC)C
"N-(3,5-Dimethylphenyl)-2-(3-methylphenoxy)acetamide",CC1=CC(=CC=C1)OCC(=O)NC2=CC(=CC(=C2)C)C
"5-(3-Chlorophenyl)-4-methyl-4H-1,2,4-triazole-3-thiol",CN1C(=NNC1=S)C2=CC(=CC=C2)Cl
"S-[2-(3,4-Dichloroanilino)-2-oxoethyl] carbamothioate",C1=CC(=C(C=C1NC(=O)CSC(=O)N)Cl)Cl
"5-(4-Ethoxyphenyl)-1,3,4-oxadiazole-2-thiol",CCOC1=CC=C(C=C1)C2=NNC(=S)O2
S-2-(3-Chloro-4-methylphenylamino)-2-oxoethyl carbamothioate,CC1=C(C=C(C=C1)NC(=O)CSC(=O)N)Cl
S-2-(3-Chlorophenylamino)-2-oxoethyl carbamothioate,C1=CC(=CC(=C1)Cl)NC(=O)CSC(=O)N
N-(5-Acetyl-6-methyl-2-phenylpyrimidin-4-yl)-2-methylpropanamide,CC1=C(C(=NC(=N1)C2=CC=CC=C2)NC(=O)C(C)C)C(=O)C
1-(Methylsulfonyl)-4-(2-nitrobenzyl)piperazine,CS(=O)(=O)N1CCN(CC1)CC2=CC=CC=C2[N+](=O)[O-]
N-(3-Methylbutyl)-3-nitrobenzamide,CC(C)CCNC(=O)C1=CC(=CC=C1)[N+](=O)[O-]
4-Methoxy-N-(3-methylbutyl)-3-nitrobenzamide,CC(C)CCNC(=O)C1=CC(=C(C=C1)OC)[N+](=O)[O-]
N-(3-Methylbutyl)-2-(2-nitrophenyl)acetamide,CC(C)CCNC(=O)CC1=CC=CC=C1[N+](=O)[O-]
2-[(4-Chlorobenzyl)sulfanyl]-6-ethoxy-4-methylquinazoline,CCOC1=CC2=C(N=C(N=C2C=C1)SCC3=CC=C(C=C3)Cl)C
Cambridge id 6106711,CCC(=O)NC1=C(C=C(C=C1)I)Cl
N-(2-Carbamoylphenyl)-4-methoxy-3-nitrobenzamide,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N)[N+](=O)[O-]
N-(3-Methylbutyl)-2-nitrobenzamide,CC(C)CCNC(=O)C1=CC=CC=C1[N+](=O)[O-]
"3,4-Dimethyl-N-(2-methyl-3-nitrophenyl)benzamide",CC1=C(C=C(C=C1)C(=O)NC2=C(C(=CC=C2)[N+](=O)[O-])C)C
Ethyl 3-(6-hydroxy-1H-benzimidazol-2-yl)propanoate,CCOC(=O)CCC1=NC2=C(N1)C=C(C=C2)O
Methyl 2-(ethoxycarbonylamino)-4-ethyl-5-methylthiophene-3-carboxylate,CCC1=C(SC(=C1C(=O)OC)NC(=O)OCC)C
"Benzamide, 5-chloro-N-(4-chlorophenyl)-2-nitro-",C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)[N+](=O)[O-])Cl
N-(4-Chlorophenyl)-N'-[2-(4-morpholinyl)ethyl]urea,C1COCCN1CCNC(=O)NC2=CC=C(C=C2)Cl
N-Benzylnaphthalene-2-sulfonamide,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC3=CC=CC=C3C=C2
"4-Methoxy-3-nitro-N-(2,4,6-trimethylphenyl)benzamide",CC1=CC(=C(C(=C1)C)NC(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-])C
2-(4-Chlorophenyl)-N-(4-methoxybenzyl)acetamide,COC1=CC=C(C=C1)CNC(=O)CC2=CC=C(C=C2)Cl
"n-(3,5-Dimethoxyphenyl)-2-(naphthalen-1-yloxy)acetamide",COC1=CC(=CC(=C1)NC(=O)COC2=CC=CC3=CC=CC=C32)OC
N-(2-Furylmethyl)-2-naphthyloxyacetamide,C1=CC=C2C(=C1)C=CC=C2OCC(=O)NCC3=CC=CO3
"(E)-3-Amino-4,4,4-trifluoro-1-(4-methylphenyl)but-2-en-1-one",CC1=CC=C(C=C1)C(=O)/C=C(\\C(F)(F)F)/N
2-(1-Methylindol-3-yl)-1H-benzimidazole,CN1C=C(C2=CC=CC=C21)C3=NC4=CC=CC=C4N3
[2-Methyl-5-(1-methyl-1H-benzimidazol-2-yl)-3-furyl](phenyl)methanone,CC1=C(C=C(O1)C2=NC3=CC=CC=C3N2C)C(=O)C4=CC=CC=C4
N-[Acetamido-[4-(diethylamino)phenyl]methyl]acetamide,CCN(CC)C1=CC=C(C=C1)C(NC(=O)C)NC(=O)C
N-Phenyl 5-bromo-2-chlorobenzamide,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Br)Cl
N-[2-(3-Chlorophenyl)ethyl]-3-nitrobenzamide,C1=CC(=CC(=C1)Cl)CCNC(=O)C2=CC(=CC=C2)[N+](=O)[O-]
Ethyl 2-({5-chloro-2-nitrobenzoyl}amino)benzoate,CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(C=CC(=C2)Cl)[N+](=O)[O-]
2-Chloro-N-(3-methylbutyl)-5-nitrobenzamide,CC(C)CCNC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl
